Age,Heart_Rate,Calories,Gender_male
70,102.0,198.0,1
66,102.0,125.0,1
23,80.0,9.0,0
20,90.0,19.0,1
31,100.0,67.0,1
71,94.0,105.0,0
36,98.0,104.0,1
21,83.0,24.0,0
33,103.0,161.0,1
38,109.0,146.0,1
55,98.0,109.0,0
35,112.0,200.0,1
40,103.0,139.0,0
68,109.0,188.0,0
33,108.0,182.0,0
56,103.0,126.0,0
44,91.0,34.0,0
35,94.0,101.0,0
36,101.0,152.0,1
70,82.0,9.0,1
61,96.0,83.0,0
24,105.0,157.0,1
23,92.0,39.0,1
26,84.0,22.0,1
41,110.0,173.0,0
45,79.0,10.0,1
50,84.0,8.0,0
67,107.0,180.0,1
61,84.0,43.0,0
29,85.0,28.0,1
27,100.0,73.0,1
20,105.0,159.0,0
28,86.0,25.0,0
42,93.0,60.0,0
51,102.0,149.0,0
63,88.0,20.0,0
34,91.0,15.0,1
41,105.0,184.0,1
28,109.0,178.0,0
31,93.0,56.0,1
38,100.0,98.0,1
28,98.0,92.0,1
73,105.0,129.0,0
47,88.0,32.0,0
33,105.0,132.0,1
39,114.0,195.0,1
27,89.0,29.0,1
27,104.0,149.0,0
63,90.0,85.0,1
31,84.0,20.0,0
29,79.0,9.0,1
37,109.0,162.0,0
54,92.0,50.0,0
28,105.0,144.0,0
39,95.0,89.0,0
59,86.0,37.0,1
71,99.0,123.0,0
51,105.0,115.0,1
47,116.0,252.0,1
29,88.0,26.0,0
29,101.0,137.0,1
24,83.0,23.0,0
76,79.0,24.0,1
25,97.0,69.0,0
53,88.0,22.0,0
55,89.0,30.0,1
38,100.0,155.0,1
55,87.0,27.0,1
50,95.0,41.0,1
53,86.0,58.0,0
46,114.0,176.0,1
31,99.0,116.0,1
35,101.0,92.0,1
36,106.0,147.0,1
40,96.0,92.0,0
65,98.0,166.0,1
42,88.0,14.0,0
57,117.0,272.0,1
38,81.0,4.0,0
28,102.0,143.0,0
70,82.0,40.0,1
21,86.0,44.0,0
44,80.0,24.0,1
57,107.0,190.0,1
55,96.0,132.0,0
26,95.0,79.0,1
35,93.0,69.0,1
27,85.0,4.0,0
44,99.0,117.0,0
70,92.0,43.0,1
79,88.0,52.0,0
40,109.0,186.0,0
50,97.0,148.0,1
42,106.0,148.0,1
70,100.0,111.0,1
71,87.0,48.0,1
63,82.0,36.0,1
47,85.0,12.0,0
51,99.0,92.0,1
57,96.0,140.0,1
78,79.0,26.0,1
79,103.0,126.0,0
67,97.0,83.0,0
20,92.0,27.0,0
21,93.0,33.0,0
56,108.0,181.0,1
28,94.0,79.0,1
32,93.0,39.0,1
52,95.0,41.0,1
21,87.0,15.0,0
39,93.0,71.0,0
46,101.0,112.0,1
21,104.0,131.0,0
52,111.0,207.0,1
36,91.0,9.0,0
22,78.0,8.0,1
27,114.0,198.0,0
69,92.0,67.0,1
67,100.0,141.0,1
51,96.0,64.0,0
26,96.0,91.0,1
33,89.0,22.0,1
40,107.0,159.0,1
74,86.0,39.0,1
28,107.0,87.0,0
21,100.0,142.0,0
42,89.0,41.0,0
64,87.0,96.0,0
55,86.0,4.0,0
61,93.0,102.0,0
31,105.0,144.0,0
55,110.0,186.0,0
44,91.0,85.0,0
37,83.0,15.0,1
28,102.0,129.0,1
37,100.0,129.0,0
46,90.0,67.0,0
34,87.0,8.0,0
34,98.0,90.0,1
32,86.0,19.0,1
23,89.0,44.0,0
42,93.0,57.0,1
29,107.0,119.0,1
30,89.0,43.0,1
61,95.0,151.0,0
21,81.0,21.0,0
40,82.0,25.0,0
62,93.0,38.0,1
36,113.0,212.0,1
41,91.0,21.0,1
35,83.0,8.0,1
40,106.0,151.0,0
38,107.0,159.0,0
39,93.0,95.0,0
53,102.0,118.0,1
27,93.0,57.0,0
64,96.0,90.0,0
54,80.0,19.0,1
65,77.0,7.0,1
22,107.0,169.0,0
28,85.0,15.0,0
77,107.0,164.0,0
43,94.0,70.0,1
40,93.0,20.0,1
38,94.0,83.0,0
50,107.0,205.0,1
42,83.0,12.0,0
64,102.0,95.0,0
23,100.0,54.0,0
25,87.0,54.0,0
22,98.0,42.0,1
26,107.0,164.0,0
34,79.0,26.0,0
38,86.0,13.0,1
46,105.0,160.0,1
37,101.0,119.0,0
40,89.0,63.0,1
32,101.0,167.0,0
60,91.0,76.0,0
37,75.0,5.0,1
35,107.0,158.0,0
28,103.0,88.0,1
73,119.0,235.0,0
32,96.0,76.0,1
35,87.0,33.0,1
26,102.0,82.0,1
27,103.0,81.0,1
32,101.0,102.0,1
28,91.0,47.0,1
50,92.0,20.0,0
21,90.0,34.0,1
33,88.0,40.0,1
64,100.0,191.0,1
66,94.0,58.0,0
32,84.0,28.0,0
66,116.0,207.0,0
76,92.0,111.0,0
52,80.0,19.0,1
47,84.0,4.0,0
28,98.0,76.0,1
46,87.0,35.0,0
50,99.0,71.0,1
79,83.0,36.0,0
42,98.0,144.0,1
65,82.0,17.0,0
30,105.0,151.0,0
26,77.0,9.0,1
26,87.0,55.0,1
70,95.0,124.0,1
69,94.0,71.0,0
21,89.0,36.0,1
76,96.0,119.0,0
25,86.0,16.0,0
24,100.0,147.0,0
39,100.0,104.0,0
34,90.0,63.0,1
26,94.0,57.0,1
29,92.0,28.0,0
71,111.0,203.0,1
25,109.0,181.0,0
30,99.0,117.0,0
25,93.0,49.0,1
25,96.0,67.0,1
65,100.0,124.0,1
23,84.0,15.0,1
65,86.0,5.0,0
30,87.0,13.0,1
68,100.0,140.0,0
31,92.0,20.0,1
30,89.0,13.0,0
43,99.0,114.0,0
72,77.0,8.0,1
76,116.0,221.0,0
26,105.0,87.0,1
70,86.0,14.0,0
41,86.0,9.0,0
33,80.0,14.0,0
21,97.0,84.0,1
40,81.0,5.0,1
46,93.0,71.0,0
47,84.0,12.0,0
20,81.0,2.0,1
26,101.0,89.0,0
27,107.0,166.0,1
68,102.0,137.0,0
72,83.0,37.0,1
47,81.0,19.0,1
37,110.0,201.0,1
37,94.0,54.0,1
76,93.0,46.0,1
27,88.0,20.0,1
37,85.0,32.0,1
40,83.0,26.0,0
69,95.0,89.0,0
56,97.0,118.0,1
35,102.0,162.0,1
51,101.0,191.0,1
22,89.0,25.0,0
29,109.0,160.0,0
28,90.0,7.0,1
38,82.0,4.0,0
32,99.0,126.0,1
46,102.0,172.0,1
27,89.0,87.0,0
26,94.0,75.0,1
39,84.0,12.0,0
24,108.0,160.0,0
35,87.0,61.0,0
54,97.0,151.0,1
35,98.0,66.0,1
64,95.0,91.0,0
22,98.0,106.0,1
27,98.0,60.0,1
46,97.0,140.0,0
45,92.0,30.0,1
31,105.0,119.0,1
49,92.0,65.0,1
31,110.0,192.0,0
39,96.0,102.0,0
39,101.0,85.0,0
24,102.0,134.0,1
72,105.0,191.0,0
55,112.0,230.0,1
32,109.0,168.0,0
31,90.0,51.0,1
20,98.0,122.0,1
24,88.0,51.0,0
76,94.0,56.0,0
38,83.0,20.0,1
46,77.0,16.0,0
28,86.0,68.0,0
38,103.0,155.0,1
35,93.0,27.0,1
54,92.0,36.0,1
43,105.0,187.0,0
67,90.0,75.0,1
64,104.0,141.0,1
39,88.0,22.0,0
41,107.0,173.0,0
49,93.0,40.0,0
46,91.0,74.0,0
23,101.0,51.0,0
33,90.0,18.0,1
64,105.0,166.0,1
51,81.0,10.0,1
73,105.0,225.0,1
42,91.0,95.0,0
25,80.0,14.0,0
46,115.0,226.0,0
36,91.0,60.0,1
22,96.0,59.0,1
55,94.0,110.0,1
64,99.0,103.0,1
52,80.0,11.0,0
35,97.0,106.0,0
71,111.0,231.0,1
67,96.0,116.0,0
59,109.0,139.0,0
35,81.0,24.0,1
43,107.0,181.0,1
40,92.0,110.0,0
22,98.0,149.0,0
53,96.0,103.0,1
21,86.0,30.0,1
35,96.0,85.0,1
34,94.0,38.0,0
27,118.0,209.0,1
54,111.0,238.0,1
76,101.0,142.0,1
50,100.0,126.0,1
38,99.0,142.0,0
21,80.0,8.0,1
20,89.0,17.0,1
44,101.0,126.0,1
48,90.0,74.0,1
28,95.0,81.0,1
21,102.0,128.0,0
20,109.0,141.0,1
33,95.0,57.0,1
39,93.0,63.0,0
43,100.0,116.0,1
58,106.0,164.0,0
24,91.0,42.0,0
74,89.0,46.0,0
21,93.0,97.0,1
46,72.0,6.0,0
73,105.0,124.0,0
47,106.0,191.0,1
33,107.0,176.0,1
33,105.0,157.0,0
21,80.0,16.0,0
36,95.0,131.0,0
42,87.0,37.0,0
23,91.0,39.0,0
62,107.0,136.0,0
79,98.0,170.0,0
79,97.0,109.0,0
68,85.0,14.0,0
52,95.0,76.0,1
33,104.0,126.0,0
39,87.0,47.0,0
61,94.0,74.0,1
61,99.0,132.0,1
32,91.0,57.0,1
22,98.0,55.0,1
29,86.0,31.0,1
50,102.0,79.0,0
67,95.0,16.0,0
26,91.0,59.0,1
56,96.0,102.0,0
61,108.0,152.0,1
21,84.0,34.0,0
43,86.0,34.0,0
20,103.0,103.0,1
20,75.0,13.0,0
27,101.0,107.0,0
28,97.0,115.0,0
27,93.0,59.0,0
79,91.0,32.0,0
33,98.0,97.0,0
58,97.0,99.0,1
52,107.0,170.0,0
20,91.0,46.0,1
42,103.0,125.0,0
22,97.0,86.0,1
75,86.0,29.0,0
29,93.0,37.0,0
53,96.0,107.0,0
69,105.0,199.0,1
29,106.0,94.0,1
62,94.0,85.0,1
22,78.0,6.0,0
25,89.0,21.0,0
47,99.0,94.0,0
55,109.0,184.0,0
26,94.0,81.0,0
63,112.0,210.0,1
51,89.0,66.0,1
69,95.0,147.0,1
71,90.0,77.0,1
32,94.0,47.0,0
52,108.0,223.0,1
29,95.0,67.0,0
43,101.0,94.0,1
68,81.0,31.0,1
29,87.0,57.0,0
21,76.0,6.0,0
59,102.0,162.0,0
74,86.0,46.0,0
20,89.0,42.0,1
41,107.0,150.0,0
20,88.0,56.0,0
59,106.0,147.0,0
26,89.0,71.0,0
39,97.0,112.0,1
65,109.0,212.0,0
44,80.0,6.0,1
52,78.0,14.0,0
22,94.0,64.0,1
21,84.0,20.0,0
23,93.0,41.0,1
34,112.0,171.0,0
27,89.0,24.0,1
62,97.0,69.0,1
57,104.0,167.0,0
25,93.0,66.0,0
22,97.0,77.0,1
54,93.0,88.0,1
34,102.0,155.0,1
42,97.0,94.0,0
56,94.0,84.0,0
46,113.0,189.0,1
47,84.0,8.0,0
34,102.0,104.0,1
30,94.0,44.0,1
66,108.0,235.0,1
59,69.0,2.0,1
21,87.0,28.0,0
53,87.0,31.0,1
69,90.0,41.0,1
25,103.0,74.0,0
43,92.0,79.0,1
27,94.0,88.0,0
48,98.0,106.0,1
32,89.0,22.0,0
62,87.0,18.0,0
70,87.0,16.0,1
22,104.0,136.0,1
61,90.0,49.0,0
31,91.0,47.0,0
67,98.0,81.0,0
53,87.0,21.0,1
74,85.0,23.0,0
69,88.0,38.0,1
21,101.0,136.0,1
38,109.0,166.0,0
35,104.0,158.0,1
48,106.0,196.0,1
21,90.0,4.0,0
38,99.0,111.0,1
21,86.0,34.0,0
36,115.0,211.0,0
47,93.0,86.0,0
25,107.0,153.0,1
40,99.0,94.0,1
68,85.0,19.0,0
40,81.0,37.0,0
26,81.0,8.0,1
27,85.0,11.0,0
71,90.0,61.0,0
76,82.0,25.0,1
31,97.0,71.0,1
51,99.0,131.0,1
31,100.0,154.0,1
51,95.0,105.0,0
22,109.0,136.0,0
51,96.0,132.0,1
23,89.0,13.0,0
45,99.0,77.0,1
56,86.0,28.0,1
36,105.0,165.0,0
38,88.0,38.0,0
27,86.0,17.0,1
32,93.0,60.0,1
26,90.0,45.0,1
23,110.0,143.0,1
33,96.0,117.0,1
22,93.0,76.0,0
48,92.0,54.0,0
35,106.0,148.0,0
37,107.0,177.0,0
26,96.0,114.0,0
28,80.0,7.0,1
28,90.0,13.0,0
68,90.0,71.0,0
20,96.0,77.0,0
67,107.0,139.0,0
34,101.0,98.0,1
76,94.0,68.0,0
54,102.0,148.0,0
41,101.0,100.0,1
50,108.0,181.0,1
22,95.0,56.0,0
20,97.0,92.0,1
78,106.0,204.0,0
49,106.0,174.0,0
43,87.0,26.0,0
38,108.0,126.0,1
49,109.0,182.0,1
22,107.0,141.0,1
60,86.0,18.0,1
25,88.0,42.0,0
43,114.0,203.0,0
73,108.0,243.0,1
48,91.0,64.0,0
23,91.0,26.0,1
34,98.0,31.0,1
33,95.0,42.0,1
55,90.0,10.0,0
46,95.0,65.0,1
36,101.0,101.0,1
36,84.0,26.0,0
76,104.0,145.0,1
42,88.0,15.0,1
71,113.0,161.0,0
42,84.0,28.0,0
59,95.0,109.0,0
78,92.0,14.0,1
55,95.0,108.0,1
25,90.0,14.0,1
24,94.0,106.0,1
74,87.0,44.0,0
32,99.0,98.0,0
28,91.0,9.0,0
33,91.0,70.0,0
77,100.0,150.0,1
39,80.0,21.0,0
46,100.0,134.0,0
21,92.0,54.0,1
25,83.0,10.0,1
24,100.0,51.0,1
77,110.0,218.0,0
51,107.0,112.0,0
35,97.0,101.0,1
72,95.0,98.0,0
55,89.0,76.0,1
63,114.0,215.0,1
75,76.0,7.0,1
34,103.0,84.0,1
57,82.0,48.0,1
52,94.0,38.0,1
30,90.0,49.0,0
47,91.0,60.0,1
41,92.0,65.0,0
53,86.0,48.0,0
42,99.0,76.0,1
44,93.0,74.0,0
20,91.0,23.0,0
37,99.0,102.0,0
44,80.0,28.0,1
35,98.0,69.0,0
51,75.0,5.0,1
54,78.0,24.0,0
22,107.0,136.0,1
34,96.0,131.0,0
30,93.0,44.0,0
78,79.0,4.0,1
40,97.0,52.0,1
62,98.0,88.0,0
55,101.0,190.0,1
28,107.0,136.0,1
30,98.0,106.0,0
37,91.0,13.0,1
76,103.0,172.0,0
54,110.0,133.0,0
31,93.0,73.0,1
20,81.0,10.0,0
24,108.0,172.0,0
34,101.0,122.0,1
76,99.0,125.0,1
20,83.0,12.0,1
54,105.0,126.0,1
44,95.0,62.0,1
25,107.0,167.0,1
41,77.0,3.0,0
36,101.0,107.0,1
54,96.0,62.0,1
57,91.0,34.0,0
33,77.0,14.0,1
64,78.0,4.0,1
61,89.0,15.0,1
77,109.0,210.0,1
20,79.0,12.0,0
23,93.0,75.0,0
20,97.0,99.0,0
65,79.0,7.0,0
31,107.0,142.0,1
29,93.0,87.0,1
39,101.0,59.0,1
20,88.0,20.0,0
49,107.0,188.0,0
71,87.0,64.0,1
38,97.0,121.0,0
50,73.0,9.0,1
38,90.0,62.0,1
29,114.0,199.0,0
45,89.0,30.0,1
37,88.0,29.0,0
24,93.0,40.0,1
71,82.0,31.0,1
70,76.0,11.0,1
72,91.0,34.0,1
34,96.0,114.0,0
47,104.0,142.0,0
76,106.0,168.0,0
21,100.0,105.0,1
41,101.0,104.0,1
36,86.0,11.0,1
63,89.0,55.0,0
21,96.0,76.0,1
58,90.0,48.0,0
24,101.0,108.0,1
37,91.0,38.0,1
55,102.0,128.0,0
25,89.0,4.0,1
26,102.0,107.0,1
38,90.0,45.0,1
46,82.0,22.0,1
56,86.0,54.0,1
37,91.0,61.0,1
35,95.0,52.0,1
43,86.0,15.0,1
22,84.0,5.0,1
65,104.0,203.0,1
45,90.0,55.0,0
38,87.0,47.0,0
45,91.0,73.0,1
22,97.0,60.0,1
41,85.0,19.0,1
27,105.0,163.0,0
52,107.0,176.0,1
20,84.0,22.0,1
25,95.0,71.0,1
75,87.0,60.0,0
77,91.0,100.0,1
35,89.0,41.0,0
20,97.0,55.0,1
37,106.0,166.0,1
30,86.0,28.0,0
40,98.0,93.0,0
54,99.0,106.0,1
23,99.0,94.0,1
73,87.0,63.0,0
68,84.0,34.0,0
44,83.0,38.0,0
77,83.0,37.0,1
38,94.0,100.0,0
63,90.0,56.0,1
27,106.0,113.0,0
59,88.0,32.0,1
36,104.0,126.0,1
35,98.0,43.0,1
45,93.0,50.0,0
64,97.0,44.0,0
37,86.0,36.0,0
46,106.0,115.0,1
31,96.0,65.0,0
33,82.0,5.0,1
33,91.0,51.0,1
21,93.0,56.0,1
38,87.0,13.0,0
31,85.0,8.0,0
33,108.0,182.0,0
42,87.0,27.0,1
74,106.0,198.0,0
25,100.0,82.0,0
59,78.0,15.0,0
31,81.0,7.0,0
37,92.0,45.0,1
21,98.0,70.0,0
76,90.0,36.0,1
72,106.0,194.0,0
71,109.0,120.0,0
73,83.0,17.0,0
31,105.0,160.0,1
26,92.0,14.0,0
39,91.0,84.0,0
66,97.0,113.0,1
21,91.0,75.0,0
32,92.0,33.0,1
41,98.0,127.0,0
27,96.0,71.0,0
47,104.0,124.0,1
42,103.0,125.0,0
40,107.0,132.0,0
44,100.0,123.0,1
57,92.0,31.0,0
20,100.0,112.0,1
33,99.0,102.0,0
57,98.0,147.0,1
70,106.0,177.0,1
24,92.0,50.0,0
57,94.0,94.0,0
63,89.0,49.0,0
20,97.0,59.0,0
38,87.0,26.0,0
20,105.0,125.0,0
24,111.0,165.0,0
71,99.0,105.0,1
69,93.0,113.0,1
77,99.0,167.0,1
28,99.0,105.0,1
48,85.0,30.0,1
38,96.0,26.0,0
42,91.0,79.0,1
67,107.0,163.0,0
56,97.0,113.0,0
27,79.0,20.0,1
26,97.0,62.0,0
72,109.0,184.0,0
31,84.0,22.0,0
74,90.0,15.0,0
29,97.0,69.0,1
32,83.0,26.0,0
30,97.0,141.0,1
79,89.0,47.0,1
25,83.0,2.0,1
23,84.0,16.0,1
63,107.0,168.0,1
39,112.0,144.0,1
25,95.0,79.0,0
27,92.0,103.0,0
51,89.0,47.0,1
54,89.0,61.0,1
35,110.0,198.0,0
23,109.0,169.0,0
24,106.0,102.0,1
43,85.0,16.0,0
37,96.0,108.0,1
40,108.0,131.0,1
34,89.0,13.0,0
22,107.0,166.0,0
20,97.0,93.0,1
28,95.0,106.0,0
25,85.0,20.0,0
38,86.0,33.0,0
50,104.0,150.0,1
50,110.0,182.0,0
68,89.0,49.0,0
51,95.0,119.0,0
74,82.0,22.0,0
47,99.0,146.0,0
25,88.0,58.0,0
43,108.0,195.0,0
51,75.0,7.0,1
64,108.0,156.0,0
52,101.0,93.0,0
40,106.0,115.0,0
31,97.0,49.0,1
38,83.0,10.0,1
25,103.0,84.0,0
44,97.0,65.0,0
34,99.0,123.0,1
37,81.0,10.0,1
35,90.0,19.0,1
61,83.0,21.0,0
23,96.0,41.0,0
27,91.0,71.0,0
30,89.0,15.0,1
24,94.0,37.0,0
59,94.0,61.0,0
35,93.0,60.0,0
61,102.0,185.0,1
50,98.0,89.0,0
33,102.0,152.0,0
34,108.0,129.0,0
27,86.0,15.0,1
21,100.0,82.0,1
59,112.0,242.0,1
55,94.0,100.0,1
46,104.0,144.0,0
44,79.0,6.0,1
27,87.0,13.0,1
70,100.0,201.0,1
33,95.0,61.0,0
22,113.0,179.0,1
24,94.0,64.0,1
52,112.0,205.0,1
44,76.0,6.0,0
31,105.0,172.0,0
32,84.0,6.0,1
26,79.0,11.0,1
28,83.0,11.0,0
47,92.0,44.0,0
28,86.0,19.0,0
44,93.0,75.0,0
57,117.0,259.0,1
58,108.0,212.0,1
41,95.0,91.0,0
20,107.0,148.0,0
62,108.0,238.0,1
28,87.0,22.0,1
54,84.0,45.0,1
23,79.0,14.0,1
26,93.0,49.0,1
24,89.0,37.0,0
22,107.0,167.0,0
40,93.0,73.0,1
72,103.0,103.0,1
79,89.0,12.0,1
30,96.0,91.0,0
25,103.0,130.0,0
28,99.0,95.0,0
76,96.0,70.0,0
55,108.0,178.0,0
43,102.0,159.0,0
56,91.0,43.0,1
26,106.0,154.0,0
29,105.0,130.0,0
32,106.0,108.0,0
51,102.0,126.0,1
39,95.0,113.0,0
36,75.0,2.0,1
24,107.0,183.0,0
29,91.0,9.0,0
31,86.0,33.0,0
66,76.0,7.0,0
46,107.0,156.0,0
32,112.0,206.0,1
20,109.0,177.0,1
53,96.0,92.0,1
28,95.0,60.0,0
74,86.0,39.0,0
56,99.0,92.0,1
44,90.0,47.0,0
22,97.0,74.0,0
51,101.0,144.0,0
78,108.0,192.0,0
40,90.0,29.0,1
51,109.0,217.0,1
29,108.0,130.0,0
59,109.0,245.0,1
22,88.0,70.0,0
45,109.0,134.0,1
28,110.0,190.0,0
47,93.0,41.0,1
24,105.0,96.0,0
48,101.0,127.0,1
34,94.0,17.0,1
74,92.0,34.0,1
22,107.0,184.0,0
24,98.0,124.0,0
68,105.0,194.0,0
78,115.0,268.0,1
22,97.0,103.0,0
30,112.0,204.0,0
24,91.0,83.0,0
71,76.0,3.0,0
21,104.0,101.0,0
50,87.0,28.0,0
26,104.0,127.0,1
69,99.0,111.0,0
32,85.0,24.0,1
40,107.0,151.0,0
25,92.0,56.0,1
25,90.0,13.0,0
38,98.0,98.0,1
70,83.0,15.0,1
25,78.0,18.0,1
20,107.0,154.0,0
26,84.0,25.0,1
68,101.0,147.0,1
30,104.0,156.0,0
63,97.0,112.0,0
48,80.0,3.0,1
41,113.0,238.0,1
26,91.0,40.0,1
76,98.0,150.0,1
28,82.0,14.0,0
70,100.0,131.0,1
52,113.0,216.0,0
36,105.0,158.0,0
71,96.0,64.0,0
26,86.0,8.0,0
37,90.0,14.0,0
30,109.0,192.0,1
48,85.0,52.0,0
64,88.0,69.0,1
24,93.0,43.0,1
70,85.0,71.0,0
50,109.0,175.0,0
74,81.0,12.0,0
68,91.0,97.0,0
58,97.0,83.0,0
27,100.0,71.0,1
20,104.0,148.0,1
27,105.0,96.0,0
35,96.0,66.0,0
65,90.0,70.0,1
57,105.0,178.0,0
41,103.0,127.0,0
62,94.0,75.0,1
28,91.0,15.0,1
68,108.0,190.0,1
43,95.0,77.0,0
38,99.0,51.0,1
37,94.0,39.0,1
43,87.0,26.0,0
66,95.0,94.0,1
66,90.0,50.0,0
54,82.0,12.0,0
32,101.0,122.0,1
21,92.0,69.0,0
21,101.0,63.0,0
59,90.0,15.0,0
40,86.0,7.0,1
77,104.0,222.0,1
29,82.0,5.0,1
50,96.0,114.0,1
59,78.0,3.0,1
61,90.0,77.0,1
31,79.0,20.0,1
50,103.0,98.0,1
62,97.0,63.0,0
52,105.0,121.0,0
36,104.0,154.0,0
62,87.0,54.0,1
35,105.0,146.0,1
24,106.0,157.0,1
24,90.0,17.0,0
21,98.0,113.0,0
22,93.0,55.0,1
75,111.0,242.0,1
34,92.0,60.0,1
53,97.0,88.0,1
29,107.0,168.0,0
53,84.0,12.0,1
69,80.0,18.0,1
27,81.0,7.0,1
35,90.0,72.0,0
28,86.0,8.0,0
57,90.0,81.0,1
36,90.0,78.0,0
20,93.0,80.0,1
29,92.0,42.0,0
31,104.0,156.0,0
40,85.0,32.0,0
78,97.0,144.0,0
41,85.0,37.0,0
56,101.0,85.0,1
60,99.0,96.0,0
25,92.0,98.0,0
26,87.0,22.0,1
26,88.0,41.0,0
34,84.0,53.0,0
37,105.0,178.0,1
21,100.0,152.0,0
63,111.0,233.0,1
58,117.0,216.0,0
67,88.0,55.0,0
30,90.0,42.0,0
34,101.0,78.0,1
71,94.0,111.0,1
26,103.0,123.0,0
59,98.0,162.0,1
20,114.0,190.0,0
25,94.0,85.0,0
71,104.0,235.0,1
75,95.0,129.0,1
53,114.0,227.0,1
26,98.0,95.0,0
33,113.0,215.0,1
21,80.0,11.0,1
52,81.0,8.0,0
45,105.0,117.0,1
51,82.0,61.0,1
32,75.0,6.0,1
50,110.0,205.0,1
65,105.0,137.0,1
23,85.0,32.0,0
36,99.0,88.0,0
43,90.0,18.0,1
33,102.0,83.0,0
30,95.0,66.0,0
20,92.0,79.0,1
42,95.0,75.0,1
22,96.0,60.0,1
26,83.0,26.0,0
25,96.0,41.0,1
76,97.0,155.0,1
70,94.0,128.0,0
25,100.0,121.0,0
50,103.0,103.0,0
50,85.0,33.0,0
39,102.0,75.0,1
28,110.0,165.0,0
43,106.0,171.0,0
72,88.0,50.0,1
22,86.0,47.0,0
66,98.0,143.0,0
28,114.0,153.0,0
37,104.0,169.0,1
20,80.0,8.0,1
69,104.0,170.0,0
42,77.0,36.0,0
22,112.0,185.0,1
42,100.0,127.0,0
29,96.0,66.0,0
51,102.0,156.0,1
24,99.0,109.0,1
39,107.0,181.0,1
28,96.0,84.0,0
36,98.0,92.0,0
70,96.0,110.0,1
33,94.0,62.0,1
48,93.0,43.0,1
26,99.0,139.0,0
78,84.0,31.0,0
77,90.0,64.0,1
31,96.0,90.0,0
32,98.0,113.0,1
60,106.0,212.0,1
77,91.0,22.0,0
38,102.0,126.0,1
45,77.0,16.0,1
34,103.0,120.0,0
37,89.0,32.0,0
55,109.0,186.0,1
75,92.0,90.0,0
22,103.0,143.0,1
60,85.0,33.0,0
22,91.0,46.0,1
35,97.0,117.0,1
47,88.0,39.0,1
30,85.0,32.0,1
72,104.0,104.0,0
58,95.0,50.0,1
20,86.0,48.0,1
69,97.0,80.0,1
29,109.0,129.0,1
29,105.0,85.0,0
25,93.0,100.0,0
22,112.0,177.0,1
34,89.0,14.0,1
34,113.0,191.0,0
77,98.0,132.0,1
32,102.0,105.0,1
37,91.0,80.0,0
32,92.0,32.0,1
42,91.0,63.0,1
71,100.0,155.0,0
26,87.0,24.0,1
47,87.0,17.0,0
21,105.0,116.0,1
74,74.0,14.0,1
39,106.0,165.0,1
35,105.0,115.0,1
63,91.0,56.0,0
51,101.0,103.0,1
49,110.0,176.0,0
71,96.0,40.0,1
20,84.0,12.0,1
27,90.0,40.0,1
56,86.0,27.0,1
36,89.0,44.0,1
27,103.0,137.0,0
28,77.0,7.0,1
49,101.0,160.0,0
45,95.0,90.0,1
26,87.0,31.0,1
24,105.0,99.0,1
29,85.0,20.0,0
52,104.0,193.0,1
47,89.0,26.0,1
63,109.0,212.0,0
44,79.0,4.0,0
43,110.0,191.0,0
63,95.0,108.0,0
59,80.0,7.0,1
73,96.0,119.0,1
31,86.0,11.0,1
76,88.0,21.0,0
42,112.0,182.0,1
23,86.0,49.0,0
38,95.0,93.0,1
46,96.0,118.0,0
20,95.0,54.0,0
30,98.0,70.0,0
79,108.0,206.0,1
36,105.0,90.0,0
35,106.0,145.0,1
45,92.0,83.0,0
69,81.0,8.0,0
63,97.0,113.0,0
65,87.0,38.0,0
66,115.0,175.0,0
23,99.0,76.0,1
37,88.0,43.0,0
32,94.0,74.0,1
50,90.0,49.0,0
46,94.0,87.0,1
45,97.0,122.0,0
64,90.0,10.0,0
62,83.0,4.0,1
54,80.0,7.0,0
47,80.0,13.0,1
52,95.0,98.0,1
25,109.0,154.0,1
57,104.0,160.0,0
45,95.0,51.0,1
32,88.0,14.0,1
21,105.0,120.0,1
62,113.0,207.0,0
36,93.0,43.0,0
26,94.0,95.0,0
32,96.0,70.0,0
32,110.0,112.0,1
46,99.0,130.0,0
21,77.0,5.0,1
21,100.0,78.0,1
32,110.0,200.0,1
35,102.0,117.0,0
47,114.0,196.0,0
41,94.0,71.0,0
22,100.0,96.0,1
53,92.0,41.0,1
67,86.0,45.0,0
44,104.0,121.0,1
27,113.0,197.0,0
28,85.0,36.0,0
77,85.0,24.0,0
20,85.0,8.0,0
39,85.0,27.0,1
36,112.0,206.0,0
39,106.0,188.0,1
72,80.0,17.0,1
70,105.0,154.0,0
51,86.0,28.0,1
25,92.0,68.0,0
51,99.0,92.0,0
29,99.0,59.0,0
30,90.0,57.0,1
22,104.0,133.0,1
60,86.0,54.0,0
36,82.0,29.0,0
27,100.0,91.0,0
45,82.0,9.0,1
30,108.0,173.0,1
36,86.0,21.0,0
64,112.0,198.0,0
47,98.0,137.0,1
52,85.0,4.0,0
75,90.0,62.0,0
30,91.0,32.0,0
67,90.0,68.0,0
61,106.0,140.0,0
38,109.0,155.0,1
28,94.0,62.0,0
20,102.0,76.0,1
30,89.0,38.0,0
63,92.0,68.0,0
59,113.0,167.0,0
26,97.0,87.0,0
36,89.0,78.0,0
